comments,extremist
"নিজের দুই ভাগ হয়ে, খালেদা কে নিয়ে নতুন নাটক সাজানো হচ্ছে।",0
আইনমন্ত্রী আর সড়ক ও সেতু মন্ত্রী প্রথমে সমঝোতা বসতে হবে!,0
আমি খুলবো নাম দেবো; বঙ্গবন্ধু ,0
আগের রেটে মিটিং মিছিলে যাবো না কারন এখন সবকিছুর দাম বেশি তাই রেট বাড়াতে হবে,0
৫০০ টাকা & ১ প্যাকেট বিরিয়ানীর অফার থাকবে,0
ছাত্র রাজনীতি নিষিদ্ধ করা নিয়ে কেউ কথা বলে না,0
এইরকম সরকার আমরা আর চাই না একসময় আমিও আওয়ামীলীগ করতাম।,1
চট্টগ্রাম সিটি কলেজে পড়ার সময় প্রায় প্রতিদিন জোরপূর্বক ছাত্রলীগের মিছিলে যেতে হতো।,0
যতবার সমস্যা হয় ঠিক ততোবার এ কথা শুনি।,0
"আপনারা দেখতে পাচ্ছেন অমুক ভাইয়ের নেতৃত্বে বিশাল এক মিছিল আসছে, আপনারা বলেন জয় বাংলা...",0
মেসে থাকা ছাত্রদের কাছে শুনতে পারবেন তাহাদের গুণগান। ফরিদপুর রাজেন্দ্র কলেজ,0
অতীতে কি তাহলে জোর করতো,0
জোর করে কর্মসূচি তে নেওয়া ছাত্রলীগের একটি প্রাচীন ঐতিহ্য।,0
এরা কখনোই সাধারণ ছাত্র-ছাত্রীদের আকৃষ্ট করতে পারে না ভয় ভীতিই এদের প্রধান অস্ত্র।,1
তাহলে নেতা ছাড়া একটা কর্মীও থাকবে না।,0
জোর করে না নিলেও না যাওয়া ছাএ ছাএীদের নির্যাতন করা হয়।,1
সামনে এক কথা আর পিছনে আরেক কথা ,0
ভাবছি ছাত্রলীগে লোক সাপ্লাই দেওয়ার ব্যাবসায় শুরু করবো,0
"এদের জোরজবরদস্তির কারণে যাদের লাইফ বরবাদ হয়েছে, তাদের কাছে এরা ক্ষমা চাইবে?",0
সামনে নির্বাচন তাই তাদের দরকার,0
এখন তারা আবার তাঁদের পুরনো দলে ফেরৎ যাবে।,0
আওয়ামীলীগের চরিত্রই এমন,0
এদেশে জালেমরা মুক্তি পায় আলেম হয়ে যায় বন্দী!,1
প্রধানমন্ত্রী এখন চুপ থাকবে,0
জয় বাংলা হয়ে যাচ্ছি ,0
"তারা বীরদর্পে স্বপদে ফিরেছে,সব জয়বাংলার অবদান।",0
এরা জামিন পায় কিন্তু আলেমদের কে জামিন দেওয়া হয় না।,0
